"Compound","Effect","Metabolite","Plate","Dose","SampleType","Well","ApexIntensity"
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",1,"cells","d7",94375.515625
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.03,"cells","d4",94799.875
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",30,"cells","c10",10570.267578125
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.3,"cells","d6",22476.248046875
"Fluorouracil","Cardiotoxic","Thymidine","C161",3,"media","a8",4951.76025390625
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",0.1,"cells","c5",51189.12109375
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",30,"media","a10",97652.828125
"Fluorouracil","Cardiotoxic","Thymidine","C161",3,"cells","b8",21194.025390625
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",10,"cells","b9",3706.00219726562
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.3,"cells","b6",20512.5078125
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",10,"cells","c9",96994.140625
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.1,"cells","c5",272059.71875
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.1,"cells","c5",8793.771484375
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",100,"cells","b11",11326.1005859375
"Fluorouracil","Cardiotoxic","Lactate","C161",30,"cells","b10",16892.17578125
"Fluorouracil","Cardiotoxic","Lactate","C161",30,"cells","c10",17356.8671875
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",1,"media","a7",97951.3984375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.03,"media","a4",285265.09375
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",0.03,"cells","c4",6141.09619140625
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",1,"cells","d7",58598.87890625
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",1,"cells","d7",283666.875
"Fluorouracil","Cardiotoxic","Lactate","C161",0.03,"cells","b4",14854.8046875
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.3,"cells","b6",93851.8515625
"Fluorouracil","Cardiotoxic","Thymidine","C161",100,"cells","c11",20185.974609375
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.1,"cells","b5",8578.40234375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",1,"media","a7",338274.3125
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.1,"media","a5",9638.271484375
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",10,"cells","b9",95122.53125
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.1,"cells","c5",22298.12890625
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.03,"cells","b4",274576.0625
"Fluorouracil","Cardiotoxic","Lactate","C161",10,"cells","c9",17934.630859375
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",30,"cells","b10",10064.755859375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.3,"cells","d6",286819
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.3,"cells","c6",10237.6826171875
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.3,"cells","d6",92934.859375
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",1,"cells","d7",6661.30224609375
"Fluorouracil","Cardiotoxic","Lactate","C161",0.03,"media","a4",15289.125
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.3,"cells","c6",92223.578125
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",0.3,"media","a6",59818.1015625
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",1,"media","a7",856.205078125
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",3,"cells","c8",314273.78125
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",1,"cells","b7",96649.875
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",100,"cells","d11",1290.12707519531
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",100,"cells","d11",97846.28125
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",10,"cells","d9",3463.27734375
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.3,"cells","b6",10079.435546875
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",100,"cells","b11",1095.82385253906
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",30,"cells","b10",55358.20703125
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.3,"media","a6",90286.734375
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",30,"cells","d10",59511.1171875
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.3,"media","a6",5371.408203125
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",30,"media","a10",11904.59765625
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",30,"cells","c10",55765.078125
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",0.1,"cells","b5",51219.16015625
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",100,"cells","c11",10330.1298828125
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.1,"cells","d5",19938.875
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",100,"cells","c11",1371.21862792969
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",0.03,"cells","d4",6612.369140625
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",10,"cells","c9",2548.63427734375
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",100,"cells","d11",10243.4228515625
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",3,"cells","b8",5382.66455078125
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.1,"media","a5",5501.55859375
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",3,"media","a8",1009.87725830078
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",100,"cells","d11",370428.4375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.3,"cells","c6",261132.390625
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.3,"cells","b6",266329.09375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",0.3,"media","a6",323721.5
"Fluorouracil","Cardiotoxic","Thymidine","C161",30,"media","a10",5729.32275390625
"Fluorouracil","Cardiotoxic","Lactate","C161",30,"cells","d10",15160.26953125
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",0.03,"cells","b4",5588.697265625
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",3,"cells","d8",309102.75
"Fluorouracil","Cardiotoxic","Lactate","C161",0.3,"cells","d6",15366.85546875
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.3,"cells","d6",10355.2265625
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",0.3,"cells","d6",55532.796875
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",100,"cells","c11",94490.078125
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.3,"media","a6",10308.3544921875
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",30,"media","a10",58912.14453125
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",0.3,"cells","b6",54461.95703125
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",100,"media","a11",934.176452636719
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",0.1,"cells","d5",8141.34423828125
"Fluorouracil","Cardiotoxic","Thymidine","C161",0.1,"cells","b5",19396.62890625
"Fluorouracil","Cardiotoxic","Thymidine","C161",1,"cells","b7",18893.203125
"Fluorouracil","Cardiotoxic","Lactate.D3","C161",1,"cells","b7",12024.7431640625
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",0.3,"cells","c6",52904.18359375
"Fluorouracil","Cardiotoxic","Lactate","C161",0.1,"cells","b5",19168.2265625
"Fluorouracil","Cardiotoxic","Lactate","C161",0.3,"cells","c6",16363.38671875
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",3,"media","a8",354093.6875
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",100,"media","a11",327552.09375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",100,"cells","c11",344744.65625
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",30,"cells","b10",94564.5859375
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.1,"cells","c5",91051.0859375
"Fluorouracil","Cardiotoxic","Thymidine","C161",1,"cells","c7",21824.046875
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",3,"cells","b8",306545
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",3,"cells","c8",6258.19580078125
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",10,"cells","d9",323860.6875
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",0.03,"media","a4",970.567504882812
"Fluorouracil","Cardiotoxic","Lactate","C161",0.1,"media","a5",15132.6181640625
"Fluorouracil","Cardiotoxic","Thymidine","C161",1,"media","a7",5523.474609375
"Fluorouracil","Cardiotoxic","Arachidonic Acid","C161",100,"cells","b11",372263.3125
"Fluorouracil","Cardiotoxic","Citrulline-D4","C161",100,"cells","b11",59578.5625
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.1,"cells","d5",88771.3984375
"Fluorouracil","Cardiotoxic","Thymidine.D4","C161",0.1,"cells","b5",91908.1328125
"Fluorouracil","Cardiotoxic","Thymidine","C161",30,"cells","c10",17722.8828125
"Fluorouracil","Cardiotoxic","2'-deoxycytidine","C161",3,"cells","d8",5171.2314453125
"Fluorouracil","Cardiotoxic","Thymidine","C161",30,"cells","b10",17667.72265625
"Fluorouracil","Cardiotoxic","Thymidine","C161",30,"cells","d10",18545.56640625
"Acyclovir","Non","Thymidine.D4","C147",3,"media","a8",80029.171875
"Acyclovir","Non","Lactate.D3","C147",1,"cells","d7",11913.0703125
"Acyclovir","Non","Lactate.D3","C147",10,"cells","b9",11747.2138671875
"Acyclovir","Non","Citrulline-D4","C147",10,"media","a9",62733.60546875
"Acyclovir","Non","Lactate.D3","C147",30,"cells","b10",10280.7626953125
"Acyclovir","Non","2'-deoxycytidine","C147",10,"cells","b9",1195.45336914062
"Acyclovir","Non","Lactate.D3","C147",3,"cells","d8",12298.9482421875
"Acyclovir","Non","2'-deoxycytidine","C147",10,"cells","c9",848.997131347656
"Acyclovir","Non","Thymidine.D4","C147",1,"media","a7",75148.953125
"Acyclovir","Non","Arachidonic Acid","C147",30,"media","a10",517211.3125
"Acyclovir","Non","Arachidonic Acid","C147",0.03,"cells","c4",524066.84375
"Acyclovir","Non","Thymidine.D4","C147",3,"cells","c8",77146.2578125
"Acyclovir","Non","Lactate.D3","C147",10,"cells","c9",12288.3828125
"Acyclovir","Non","Arachidonic Acid","C147",100,"cells","b11",514079.875
"Acyclovir","Non","Lactate.D3","C147",30,"media","a10",14210.873046875
"Acyclovir","Non","Lactate","C147",100,"cells","b11",21634.552734375
"Acyclovir","Non","2'-deoxycytidine","C147",10,"cells","d9",1125.73193359375
"Acyclovir","Non","Thymidine","C147",0.3,"cells","c6",31309.8046875
"Acyclovir","Non","Lactate.D3","C147",1,"cells","b7",11915.4013671875
"Acyclovir","Non","Thymidine","C147",0.3,"cells","d6",26221.263671875
"Acyclovir","Non","Lactate","C147",1,"media","a7",18180.818359375
"Acyclovir","Non","Arachidonic Acid","C147",0.3,"cells","d6",555311.5625
"Acyclovir","Non","Citrulline-D4","C147",3,"cells","c8",60663.82421875
"Acyclovir","Non","Lactate","C147",0.03,"media","a4",22644.802734375
"Acyclovir","Non","Lactate","C147",100,"media","a11",31617.267578125
"Acyclovir","Non","Lactate.D3","C147",1,"media","a7",13414.095703125
"Acyclovir","Non","Arachidonic Acid","C147",100,"media","a11",546575.375
"Acyclovir","Non","Thymidine","C147",10,"cells","c9",30346.39453125
"Acyclovir","Non","Lactate.D3","C147",3,"cells","b8",12285.9287109375
"Acyclovir","Non","2'-deoxycytidine","C147",0.3,"cells","c6",10344.09765625
"Acyclovir","Non","Thymidine","C147",3,"cells","c8",28925.76953125
"Acyclovir","Non","Lactate.D3","C147",0.03,"media","a4",16392.03125
"Acyclovir","Non","Arachidonic Acid","C147",0.03,"cells","b4",535437.9375
"Acyclovir","Non","Arachidonic Acid","C147",1,"cells","d7",523694.0625
"Acyclovir","Non","Citrulline-D4","C147",10,"cells","b9",61420.546875
"Acyclovir","Non","2'-deoxycytidine","C147",3,"cells","b8",925.337768554688
"Acyclovir","Non","2'-deoxycytidine","C147",30,"cells","b10",613.251647949219
"Acyclovir","Non","Arachidonic Acid","C147",100,"cells","c11",523118.96875
"Acyclovir","Non","Citrulline-D4","C147",10,"cells","c9",65158.74609375
"Acyclovir","Non","Citrulline-D4","C147",10,"cells","d9",58964.59765625
"Acyclovir","Non","Lactate","C147",0.03,"cells","c4",20618.7421875
"Acyclovir","Non","Thymidine.D4","C147",0.1,"media","a5",83952.4296875
"Acyclovir","Non","Arachidonic Acid","C147",30,"cells","d10",526429.5
"Acyclovir","Non","Lactate","C147",10,"cells","d9",17976.107421875
"Acyclovir","Non","Thymidine.D4","C147",0.3,"media","a6",75417.171875
"Acyclovir","Non","Thymidine","C147",30,"cells","d10",31880.271484375
"Acyclovir","Non","Arachidonic Acid","C147",10,"cells","d9",484313.03125
"Acyclovir","Non","Arachidonic Acid","C147",10,"media","a9",536367
"Acyclovir","Non","Thymidine","C147",3,"cells","d8",28329.744140625
"Acyclovir","Non","2'-deoxycytidine","C147",10,"media","a9",676.387451171875
"Acyclovir","Non","2'-deoxycytidine","C147",30,"media","a10",681.132385253906
"Acyclovir","Non","Arachidonic Acid","C147",0.3,"cells","c6",507745.09375
"Acyclovir","Non","Thymidine.D4","C147",3,"cells","d8",79850.6015625
"Acyclovir","Non","Thymidine","C147",30,"media","a10",10874.90625
"Acyclovir","Non","Lactate.D3","C147",3,"media","a8",12051.7958984375
"Acyclovir","Non","Thymidine","C147",100,"cells","b11",35007.6328125
"Acyclovir","Non","Thymidine","C147",10,"cells","b9",27588.099609375
"Acyclovir","Non","Thymidine.D4","C147",0.03,"cells","c4",79180.6796875
"Acyclovir","Non","Thymidine","C147",1,"cells","c7",27100.69140625
"Acyclovir","Non","Citrulline-D4","C147",0.1,"cells","c5",62888.05078125
"Acyclovir","Non","Lactate","C147",0.3,"cells","b6",18868.626953125
"Acyclovir","Non","Thymidine.D4","C147",3,"cells","b8",82578.9140625
"Acyclovir","Non","2'-deoxycytidine","C147",3,"cells","c8",1329.62329101562
"Acyclovir","Non","Thymidine","C147",30,"cells","c10",29354.45703125
"Acyclovir","Non","Thymidine","C147",0.1,"media","a5",10531.880859375
"Acyclovir","Non","Thymidine","C147",10,"cells","d9",30665.892578125
"Acyclovir","Non","Lactate","C147",0.03,"cells","d4",21167.697265625
"Acyclovir","Non","Thymidine","C147",0.3,"cells","b6",27700.818359375
"Acyclovir","Non","Arachidonic Acid","C147",0.1,"cells","b5",556804.9375
"Acyclovir","Non","Arachidonic Acid","C147",1,"cells","b7",466526.9375
"Acyclovir","Non","Citrulline-D4","C147",0.3,"cells","c6",64634.859375
"Acyclovir","Non","Thymidine","C147",100,"cells","c11",34822.6875
"Acyclovir","Non","Lactate","C147",0.3,"media","a6",17627.171875
"Acyclovir","Non","2'-deoxycytidine","C147",0.3,"cells","b6",2823.01440429688
"Acyclovir","Non","Lactate.D3","C147",30,"cells","d10",11857.5791015625
"Acyclovir","Non","Arachidonic Acid","C147",1,"cells","c7",516688.8125
"Acyclovir","Non","Citrulline-D4","C147",3,"cells","d8",59397.359375
"Acyclovir","Non","Thymidine.D4","C147",10,"cells","d9",79448.578125
"Acyclovir","Non","Arachidonic Acid","C147",30,"cells","c10",519054.1875
"Acyclovir","Non","2'-deoxycytidine","C147",100,"media","a11",906.061340332031
"Acyclovir","Non","Lactate","C147",1,"cells","d7",19261.28125
"Acyclovir","Non","Lactate.D3","C147",0.1,"media","a5",15107.892578125
"Acyclovir","Non","Thymidine.D4","C147",100,"cells","d11",73779.2578125
"Acyclovir","Non","Arachidonic Acid","C147",0.1,"media","a5",588817.125
"Acyclovir","Non","Lactate.D3","C147",100,"cells","b11",11309.06640625
"Acyclovir","Non","Lactate.D3","C147",0.03,"cells","c4",13045.3447265625
"Acyclovir","Non","Lactate.D3","C147",0.3,"media","a6",11945.8017578125
"Acyclovir","Non","Thymidine","C147",1,"cells","b7",30044.287109375
"Acyclovir","Non","Lactate.D3","C147",0.03,"cells","b4",15942.57421875
"Acyclovir","Non","Lactate","C147",0.1,"cells","d5",21081.677734375
"Acyclovir","Non","Arachidonic Acid","C147",30,"cells","b10",500793.5625
"Acyclovir","Non","Citrulline-D4","C147",30,"media","a10",62682.08984375
"Acyclovir","Non","Lactate","C147",0.03,"cells","b4",22162.51953125
"Acyclovir","Non","Arachidonic Acid","C147",3,"media","a8",538105.4375
"Acyclovir","Non","Thymidine","C147",0.1,"cells","b5",31533.275390625
"Acyclovir","Non","Lactate","C147",1,"cells","c7",21965.603515625
"Acyclovir","Non","2'-deoxycytidine","C147",30,"cells","d10",779.614440917969
"Acyclovir","Non","Lactate","C147",1,"cells","b7",18950.15234375
"Acyclovir","Non","Thymidine","C147",1,"cells","d7",26457.384765625
"Acyclovir","Non","Citrulline-D4","C147",0.1,"cells","d5",63209.44921875
"Acyclovir","Non","Thymidine.D4","C147",0.03,"cells","d4",84932.4140625
"Acyclovir","Non","Arachidonic Acid","C147",3,"cells","c8",513055.59375
"Acyclovir","Non","Lactate.D3","C147",0.1,"cells","b5",14272.5537109375
"Acyclovir","Non","Thymidine","C147",30,"cells","b10",29591.30859375
"Acyclovir","Non","Citrulline-D4","C147",0.3,"cells","b6",62574.8515625
"Acyclovir","Non","Thymidine.D4","C147",1,"cells","d7",74136.3515625
"Acyclovir","Non","Thymidine","C147",0.3,"media","a6",5385.7236328125
"Acyclovir","Non","Citrulline-D4","C147",30,"cells","d10",58769.5234375
"Acyclovir","Non","Thymidine","C147",100,"media","a11",12546.9326171875
"Acyclovir","Non","Lactate","C147",30,"cells","d10",19917.513671875
"Acyclovir","Non","Thymidine","C147",100,"cells","d11",35281.3515625
"Acyclovir","Non","Lactate.D3","C147",0.03,"cells","d4",14142.3974609375
"Acyclovir","Non","Lactate","C147",0.1,"media","a5",23539.234375
"Acyclovir","Non","Arachidonic Acid","C147",3,"cells","d8",525988.5
"Acyclovir","Non","2'-deoxycytidine","C147",0.1,"media","a5",920.238342285156
"Acyclovir","Non","Lactate","C147",3,"media","a8",16663.95703125
"Acyclovir","Non","Thymidine.D4","C147",1,"cells","b7",77874.1875
"Acyclovir","Non","Citrulline-D4","C147",3,"media","a8",63519.76953125
"Acyclovir","Non","Arachidonic Acid","C147",100,"cells","d11",551091.75
"Acyclovir","Non","Lactate.D3","C147",10,"cells","d9",11646.0537109375
"Acyclovir","Non","Citrulline-D4","C147",0.03,"media","a4",70214.4296875
"Acyclovir","Non","2'-deoxycytidine","C147",0.03,"cells","b4",12281.5849609375
"Acyclovir","Non","Arachidonic Acid","C147",0.1,"cells","c5",554808.375
"Acyclovir","Non","Arachidonic Acid","C147",0.03,"media","a4",552514.8125
"Acyclovir","Non","Arachidonic Acid","C147",10,"cells","c9",505780.625
"Acyclovir","Non","Lactate.D3","C147",10,"media","a9",14165.5087890625
"Acyclovir","Non","Lactate","C147",3,"cells","c8",19710.44140625
"Acyclovir","Non","Citrulline-D4","C147",100,"cells","c11",59169.78125
"Acyclovir","Non","2'-deoxycytidine","C147",100,"cells","c11",1256.33227539062
"Acyclovir","Non","2'-deoxycytidine","C147",100,"cells","b11",2211.07421875
"Acyclovir","Non","2'-deoxycytidine","C147",3,"media","a8",891.727966308594
"Acyclovir","Non","Lactate","C147",0.3,"cells","d6",17899.83203125
"Acyclovir","Non","Thymidine.D4","C147",0.1,"cells","d5",79949.2578125
"Acyclovir","Non","Citrulline-D4","C147",30,"cells","c10",58959.15625
"Acyclovir","Non","2'-deoxycytidine","C147",30,"cells","c10",887.329772949219
"Acyclovir","Non","Arachidonic Acid","C147",1,"media","a7",551316.0625
"Acyclovir","Non","2'-deoxycytidine","C147",0.03,"media","a4",880.174072265625
"Acyclovir","Non","Thymidine","C147",0.03,"media","a4",10002.3251953125
"Acyclovir","Non","Lactate","C147",0.1,"cells","b5",23985.900390625
"Acyclovir","Non","2'-deoxycytidine","C147",100,"cells","d11",887.010009765625
"Acyclovir","Non","Citrulline-D4","C147",100,"cells","d11",65384.57421875
"Acyclovir","Non","Lactate","C147",30,"media","a10",22784.255859375
"Acyclovir","Non","Citrulline-D4","C147",0.1,"cells","b5",62295.28515625
"Acyclovir","Non","Citrulline-D4","C147",0.3,"cells","d6",62769.40625
"Acyclovir","Non","Thymidine.D4","C147",1,"cells","c7",84357.9140625
"Acyclovir","Non","Citrulline-D4","C147",1,"cells","c7",63473.87890625
"Acyclovir","Non","Arachidonic Acid","C147",0.3,"media","a6",560275.75
"Acyclovir","Non","2'-deoxycytidine","C147",0.03,"cells","d4",12354.96875
"Acyclovir","Non","Thymidine","C147",0.03,"cells","d4",29310.525390625
